name,city,kind,item_id,place_id,google_name,google_category,raw_status,status
Mi Café,Mindelo,Cafe,676736d0a5ce67675dbc38f1,ChIJ02Pd_IwdTwkRJCCbB7fNRno,Mi Café,Coffee shop,CLOSED_TEMPORARILY,Temporarily closed
Miche Bangkok,Sukhumvit,Cafe,674b37a18f6a3b8d67dbede8,ChIJac4t0OWf4jARi3kfFp3t1HQ,Miche Boulangerie & Coffee Bar,Cafe,OPERATIONAL,Open
Miel,Canggu,Cafe,65fa86d0e0379bf78d524587,ChIJYXyNN5U50i0RmIUNsfH9tHw,MIEL SPECIALTY COFFEE CANGGU | CO-WORKING,Coffee Shop,OPERATIONAL,Open
Milk & Madu Berawa,Berawa,Cafe,65fa86d0e0379bf78d5245a0,ChIJMY56QXlH0i0RjcgOQcZWDXU,Milk & Madu Berawa,Cafe,OPERATIONAL,Open
Milk Espresso,Kuta,Cafe,6613fb82df1c6ff3e73f0c96,ChIJHwA6vyyozS0Rv9VgHEDcNYI,MILK,Cafe,OPERATIONAL,Open
Milu by Nook,Berawa,Cafe,65fa86d0e0379bf78d52453b,ChIJg2e00HhH0i0R6LXfx19yf0k,MILU By Nook,Restaurant,OPERATIONAL,Open
Mimi’s Café,Srithanu,Cafe,6784e21a0146afa43d35cc6d,ChIJfauDft8BVTARI3WWm2o8CA0,Mimi’s Café,Cafe,OPERATIONAL,Open
Mimpi Grocery,Canggu,Cafe,65fa86d0e0379bf78d524553,ChIJzXC1G0A50i0RRtOZNiTSri0,Mimpi Grocery,Bistro,CLOSED_TEMPORARILY,Temporarily closed
Mindspace Friedrichstrasse,Mitte,Coworking Space,67dbb81bc24274cca94b1ff9,ChIJa-cbfNpRqEcR-7OtwASSiFI,Mindspace Friedrichstraße,Coworking space,OPERATIONAL,Open
Mindspace Hammersmith,Hammersmith,Coworking Space,67d0057eed7fb89b8d6ef78d,ChIJOWDu444PdkgRtRHxCVJADms,Mindspace Hammersmith,Coworking space,OPERATIONAL,Open
Mindspace Hausvogteiplatz,Mitte,Coworking Space,67dbb81a5203d0ff237908bb,ChIJT3KF8UhRqEcRxtpv-1wIY-4,Mindspace Hausvogteiplatz,Coworking space,OPERATIONAL,Open
Mindspace Krausenstrasse,Mitte,Coworking Space,67dbb81bddcf0747ac9b4624,ChIJZXO14dBRqEcR0zJ2QRco9SM,Mindspace Krausenstraße,Coworking space,OPERATIONAL,Open
Mindspace Muenzstrasse,Mitte,Coworking Space,67dbb81a1b29a29f6ac56e2e,ChIJBzVpiSxRqEcRCqohoqj6_HY,Mindspace Münzstraße,Coworking space,OPERATIONAL,Open
Mindspace Old Street,Old Street,Coworking Space,67d0057ee23f36cf1738212f,ChIJsU4XTxwddkgRYSH25Rrp4Qc,Mindspace Old Street,Coworking space,OPERATIONAL,Open
Mindspace Shoreditch,Shoreditch,Coworking Space,67cd80c9e31d55649009408f,ChIJkQYK57EcdkgR7ENg5Xr_GpA,Mindspace Liverpool Street,Coworking space,OPERATIONAL,Open
Mindspace Zimmerstrasse,Mitte,Coworking Space,67dbb81a74e3ee07a6fd76f9,ChIJ7wrGaHpRqEcRut27Nd7rvs4,Mindspace Zimmerstrasse,Coworking space,OPERATIONAL,Open
Mingle Cafe,City Centre,Cafe,664d01f9b6e884482db2d9b3,ChIJLXu3ErVJzDERAmxPV5jPGq4,Mingle Cafe,Cafe,OPERATIONAL,Open
Mingmitr Tha Phae,Old City,Cafe,660a6636ba6cc2370a21deef,ChIJOz7egHow2jARD7_X7rbStX4,Mingmitr Coffee,Coffee Shop,OPERATIONAL,Open
Minimal Coffee Maker,Old City,Cafe,67c19546b0d618a06b1648d9,ChIJ07JJdRM72jAR2E2DkI-vW6k,,,ERROR:404,ERROR:404
Missionworks,Hammersmith,Coworking Space,6809d0001f2325d5045f64d8,ChIJKRSL3wwPdkgRgKMpTVlkS5k,Missionworks,Coworking space,OPERATIONAL,Open
Mon Cheri Coffee Shop Budapest,District 5,Cafe,67dbb81de95b63f8187e087b,ChIJlYezN7bdQUcRF-2Cq3WSKvU,Mon Chéri Coffee Shop Budapest,Cafe,OPERATIONAL,Open
MonAmi Cafe,Bangrak,Cafe,67dbb829f75acbcb4abf6238,ChIJ5XIjrNrxVDARIMeYYBtNxfY,MonAmi Café,Cafe,OPERATIONAL,Open
Monday,Uluwatu (Ungasan),Coworking Space,65fa86d0e0379bf78d52478d,ChIJlRayeSBb0i0RYoZ2H5iiYyE,Monday Co-Working,Coworking Space,OPERATIONAL,Open
Mondayyy's Siargao Cafe,General Luna,Cafe,67246a39487b0a37a62b9d98,ChIJCzBaEIH3AzMRNa_4fJtfBT8,mondayyy's siargao cafe,Cafe,OPERATIONAL,Open
Monsieur Spoon Canggu,Canggu,Cafe,67a956433b17907c34541923,ChIJyzvgQ3k40i0ROS0Y11H7FQM,Monsieur Spoon Canggu,Bakery,OPERATIONAL,Open
Moonface,Seminyak,Cafe,6631c9dbb3a10a2206c208b3,ChIJxWG2AxJH0i0Rwo2B860pKh8,MOONFACE - Neighbourhood All Day Cafe & Bar,Restaurant,OPERATIONAL,Open
Mother,Ubud,Cafe,66428dc5c6067cca9a7b7d8c,ChIJbfWvRAo90i0RrcQCiVbn8sg,MOTHER,Restaurant,OPERATIONAL,Open
Motion Cafe,Canggu,Cafe,65fa86d0e0379bf78d5245a7,ChIJ9yNYUnk40i0RDcIQEnOzQq0,Motion Cafe Canggu | Healthy Foods & Meal Plans,Cafe,OPERATIONAL,Open
Mowie's Berawa,Berawa,Cafe,660f6e192e7f00724dc06856,ChIJ48l52oZH0i0RV6-f8WABRRk,Mowies Bali,Restaurant,OPERATIONAL,Open
Mowie's Gili Air,Gili Air,Cafe,6613fb81a2e2f00e648eda44,ChIJ7UlOwMjdzS0RT7PwuhjGTys,Mowie’s Gili Air – Beachfront Restaurant & Boutique Resort,Restaurant,OPERATIONAL,Open
Musa Cookery,Gili Air,Cafe,6613fb823e12203aa0573158,ChIJTxXD983dzS0RaN0_nOypqlo,Musa Cookery,Vegetarian Restaurant,CLOSED_TEMPORARILY,Temporarily closed
Mustache Cafe Bali,Munggu,Cafe,6632914636097d417f6772fa,ChIJ8-oJ8Gs50i0RzE_i_jPmG0A,Mustache Cafe Bali,Coffee Shop,OPERATIONAL,Open
My Bali Coffee,Uluwatu (Ungasan),Cafe,6667f39dd7a7ebd13f0f01ed,ChIJ3ZB4wbZb0i0RcCtf6t7aliQ,My Bali Coffee,Cafe,OPERATIONAL,Open
NOHI,Kuta,Cafe,661751ac84aa1260b7bb8a82,ChIJBZsu1aGpzS0RWUxbO0qUQos,NOHI (Restaurant ~ Fresh food & Pastry),Restaurant,OPERATIONAL,Open
Nagara Boutique Hotel and Coworking,Uluwatu (Ungasan),Coworking Space,65fa86d0e0379bf78d52478e,ChIJtVzD2NJE0i0RaMDGN-vmt-4,Nagara Boutique Hotel and Coworking,Hotel,OPERATIONAL,Open
Nana Coffee Roasters Ari,Ari,Cafe,674b37a18dfb7342938a259a,ChIJl0zcc1ud4jAR6LEHnouPOEo,NANA Coffee Roasters Ari,Coffee shop,OPERATIONAL,Open
Naplab Chula,Chulalongkorn,Coworking Space,674b37a3db75f1b2a4159bb7,ChIJwVb-Bi6Z4jARXPxQjlh3F7w,NapLab Chula,Coworking space,OPERATIONAL,Open
Natura Coffee Shop,Praia,Cafe,676736d089a1188e682361e5,ChIJX8X1XH2ZNQkRX2deNEwPR-Y,Natura Coffee Shop,Coffee shop,OPERATIONAL,Open
Natys Bar & Grill,Ubud,Cafe,6809d00c8fb333d4e527351c,ChIJs6zZ0Lc90i0RAPIGeiyJrrk,Natys Bar & Grill Ubud,Restaurant,OPERATIONAL,Open
Navish Cafe & Hostel,Mae Haad,Cafe,67c19545a61dc8864e8b6ae7,ChIJUwt0JAChVTARViqx-VwfZrM,Navish Cafe & Hostel,Hostel,OPERATIONAL,Open
Nebula,Berawa,Coworking Space,665ed1a52920d92b2630f77e,ChIJY1RJ9Zs50i0R5x8HN0qZa9g,Nebula Entrepreneur Coworking Space,Coworking Space,OPERATIONAL,Open
Neighbourhood Food,Berawa,Cafe,6631c9dae78668b308db9949,ChIJq_svKGxH0i0RU-zAhMppq8Y,Neighbourhood Food,Restaurant,OPERATIONAL,Open
Nes Cafe,Old City,Cafe,67dbb821a4e8954f6bec5be7,ChIJYV081aI62jARSHGmZmEcch4,Nes Cafe,Cafe,OPERATIONAL,Open
Nira's Home Bakery,Thong Sala,Cafe,6784e218fe2abce0a8c0f434,ChIJZWizpYD-VDARjQc6MZpa29Q,Nira's Home Bakery,Restaurant,OPERATIONAL,Open
Nirvana Kitchen,Berawa,Cafe,65fa86d0e0379bf78d5245a5,ChIJf37pxIJH0i0RnI3gpkPoUn4,Kitchen Nirvana Life,Western Restaurant,OPERATIONAL,Open
No Panic Coffee Paniglgasse,Wieden,Cafe,67dbb8302484dbfd03be2252,ChIJeTiFrb4HbUcRnyfFWDRWAKk,No Panic Coffee,Coffee shop,OPERATIONAL,Open
Noah Cafe,Pererenan,Cafe,65fa86d0e0379bf78d5245b4,ChIJFbwvsgQ50i0RFsDvAziel2g,NOAH cafe,Coffee Shop,OPERATIONAL,Open
Nook Coworking,JLT,Coworking Space,67dbb8246c76d644eeb542fe,ChIJhZrGd-htXz4Rk5VCzJsH2xE,Nook Coworking,Coworking space,OPERATIONAL,Open
Nord Coast Coffee,Hoheluft,Cafe,666d61617b96efb34741f8e8,ChIJNcH-G9mPsUcRK5pOWgwujUU,Nord Coast Coffee Roastery,Coffee roastery,OPERATIONAL,Open
Nord Coast Coffee Roastery,Neustadt,Cafe,67dbb825af3498ee80e11caa,ChIJL4bBwgSPsUcREGHgiON_uVA,Nord Coast Coffee Roastery,Cafe,OPERATIONAL,Open
Norn Nee Nor,Nimman,Cafe,660a6637a2dd5862e976dbfd,ChIJva24zIA72jARWpqzV08ooPE,Norn Nee Nor Hostel & Cafe,Hostel,OPERATIONAL,Open
Nourish Cafe Uluwatu,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d5247a0,ChIJlxJgjhdF0i0RA7gwkWNzFaw,NOURISH CAFE ULUWATU,Western Restaurant,OPERATIONAL,Open
Nourish Cafe Ungasan,Uluwatu (Ungasan),Cafe,65fa86d0e0379bf78d5247a1,ChIJKeNBQjlb0i0RF8nNDg67fqE,NOURISH CAFE WHOLEFOODS PIZZERIA & BAKERY - UNGASAN,Restaurant,OPERATIONAL,Open
Nude Cafe Babakan,Canggu,Cafe,65fa86d0e0379bf78d52457c,ChIJFay1BbM50i0RLOYPPnFgc2k,nüde cafe Babakan,Cafe,OPERATIONAL,Open
Nude Cafe Berawa,Berawa,Cafe,65fa86d0e0379bf78d52457d,ChIJZ6Jj8oFH0i0R0sKhEJMIyd8,nüde cafe Berawa,Cafe,OPERATIONAL,Open
Nui Bakery & Sandwiches Koh Tao,Sairee Beach,Cafe,67c19544f1accb724c1a6600,ChIJnRqkauehVTARpsBxrzB1ZC0,Nui Bakery,Coffee shop,OPERATIONAL,Open
Nyom Nyom,Berawa,Cafe,65fa86d0e0379bf78d524582,ChIJX8goOVdH0i0R-Ehm5x7UfcE,Nyom Nyom Coffee,Coffee Shop,OPERATIONAL,Open
OAT New Inn Yard,Shoreditch,Cafe,67c195479a91d10441b8f058,ChIJuTOsR1QddkgR9W4BBn-_8tY,OAT,Coffee shop,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
OKKIO Caffe - Tu Do,District 1,Cafe,67dbb8271eaac0167b91c04d,ChIJDQ1r0-svdTER10fnSvktlVw,OKKIO Caffe,Coffee shop,OPERATIONAL,Open
Oasis Coffee Chula,Chulalongkorn,Cafe,677bc82ce480f9dca98f5b03,ChIJ15ORdACZ4jARPfFImlaDPCg,Oasis Coffee,Coffee shop,OPERATIONAL,Open
Oasis Coffee Huai Khwang,Huai Khwang,Cafe,674b37a1f8c8e65f34560eaa,ChIJ7ya-Wzyd4jARU1ZPQ3H4yk8,Oasis Coffee Huai Khwang,Coffee shop,OPERATIONAL,Open
Oasis Coffee Thanon Rang Nam,Ratchathewi,Cafe,674b37a16067c08a088f3edc,ChIJLcRy5Lae4jAR0c5XYX7_fyY,Oasis Coffee Rangnam,Coffee shop,OPERATIONAL,Open
Oblate Cafeteria,Duomo,Cafe,66c9a000a43762e556a453f1,ChIJpfyeIwRUKhMRBxY6AzmS3Io,Caffetteria delle Oblate,Coffee Shop,OPERATIONAL,Open
Ocean Lane - Handcraft Coffee @ SOL,Bophut,Cafe,67dbb8298db6988b7bc4ce71,ChIJC6pbBSDxVDARPurBBMuttKY,Ocean Lane - Handcraft Coffee @ SOL,Coffee shop,OPERATIONAL,Open
OfficeFirst,Sathon,Coworking Space,674b37a3ab62ac5800dbe070,ChIJsTXSzjKf4jARdBWLRr5I-4c,OfficeFirst,Business center,OPERATIONAL,Open
Ofis Voyvoda Istanbul,Karaköy,Coworking Space,66d86b89956e2e75497bf514,ChIJCwiIT665yhQRC7tIYlVqHMw,Ofis Voyvoda- Coworking Space / Instant Offices / Virtual Office / Meeting Rooms,Coworking Space,OPERATIONAL,Open
Ohana,District 5,Cafe,669a234945922c6668d4ef09,,,,NOT_FOUND,Not found on Google
Oikia Cafe and Eatery,Probolinggo,Cafe,6809d00c9b273d029c33b6e0,ChIJGzZ1UwSt1y0R5ZYvJEsqxgQ,Oikia Cafe and Eatery,Cafe,OPERATIONAL,Open
Oku Cafe & Bistro Balangan,Uluwatu (Ungasan),Cafe,67a21a24dab3de17fef18978,ChIJl02oaGtF0i0R7BrY0RsCfuk,Ula Cafe,Breakfast restaurant,OPERATIONAL,Open
Old Muse Canggu,Canggu,Cafe,665ed1a567f91d7e74385813,ChIJxSbb3WM50i0RrbjA2SyL0Ak,Old Muse,Restaurant,OPERATIONAL,Open
Ole & Steen,Victoria,Cafe,6809d00a12a4f2a72acc8edf,ChIJf8AyRqQFdkgRJbYd46M6ztE,Ole & Steen,Bakery,OPERATIONAL,Open
Ombra Cafe,Nimman,Cafe,660a6637d4cb0876d097f85c,ChIJ0VnDUwA72jAR3hmXxy2rDoI,Ombra Caffe Nimman,Brunch Restaurant,OPERATIONAL,Open
One Life Kitchen & Cafe (JVC),JVC,Cafe,67dbb82410fcee80de3205fb,ChIJ0_rbKXdtXz4Rki2cejLQ9OQ,One Life Kitchen & Café (JVC),Restaurant,OPERATIONAL,Open
One Life Kitchen and Cafe (d3),Dubai Design District,Cafe,67dbb8236cc27ddd6936866c,ChIJ627xThFoXz4R49vvxoMOw8s,One Life Kitchen and Café (d3),Restaurant,OPERATIONAL,Open
OneCoWork Catedral,Gothic Quarter,Coworking Space,6667f39f541a6794de3c60c5,ChIJvxA2IJOjpBIRk-5oY63nXwA,OneCoWork Catedral | Coworking Barcelona,Coworking Space,OPERATIONAL,Open
OneCoWork Placa Catalunya,Placa Catalunya,Coworking Space,6667f39d5c334145f794c84f,ChIJWWQj3fCipBIRfQLyRRuFwPk,OneCoWork Plaça Catalunya | Coworking Barcelona,Coworking Space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Oneway Espresso,Amed,Cafe,674339c636e86e0b98d8fed4,ChIJ2dYmX9EB0i0Rb_zsOgUJzi0,Oneway Espresso,Coffee Shop,OPERATIONAL,Open
Only Connect Kings Cross,King's Cross,Coworking Space,6809d002ab10cbeb29fc77b9,ChIJl49JuUcbdkgR4fDn9_deq0Q,Only Connect Kings Cross,Coworking space,OPERATIONAL,Open
Open House,Phloen Chit,Cafe,6668001c12cc74f3b0e70dc3,ChIJ_c93mNye4jAR6UrMGgTzkeU,Open House Central Embassy,Book Store,OPERATIONAL,Open
Openhouse Cafe,Pererenan,Cafe,6725a28edc6305cc1d05e5fd,ChIJRfVHDQA50i0R78l1hYjP2iM,openhouse cafe | Pererenan,Cafe,OPERATIONAL,Open
Orion Cafe,Srithanu,Cafe,6784e21342cb3312d6bd4c87,ChIJfw-EqSH-VDARtzmovmEfAqE,Orion Cafe,Cafe,OPERATIONAL,Open
Outpost Ubud Coworking,Ubud,Coworking Space,67a956434bf28c588cfe8479,ChIJJQhT6KA90i0RiIrfxiXiYmU,Outpost Ubud Nyuh Kuning Coworking,Coworking space,OPERATIONAL,Open
Outpost Ubud Penestanan,Ubud,Coworking Space,65fa86d0e0379bf78d5247a8,ChIJD6nZrCM90i0RqgwiEXpBRrQ,Outpost Ubud Penestanan,Hotel,OPERATIONAL,Open
Outsite Cowork Cafe - Lisbon,Principe Real,Coworking Space,67dbb82bed6cebb08a3d7324,ChIJmXvhdQs1GQ0RW12nb7Rmn-w,Outsite Cowork Café - Lisbon,Coworking space,OPERATIONAL,Open
PAU Coworking,Sant Antoni,Coworking Space,6809cff4f1c03b3ee7301806,ChIJs5DRIV6ipBIRORrxwgoN2GM,PAU Coworking - Creative Hub,Coworking space,OPERATIONAL,Open
PJ's Beach Bar & Grill,Gili Air,Cafe,67a95645a3411b789b68e3a9,ChIJowkuFUndzS0RXzhzmpNXpHg,PJ's Beach Bar & Grill,Western restaurant,OPERATIONAL,Open
PLAY House,Guapulo,Coworking Space,682f68cf5ea7af73c20f95c0,ChIJ68_AhP-b1ZER9jWtUTiVuGM,PLAY House Quito,Coworking space,CLOSED_TEMPORARILY,Temporarily closed
PUCO Rooftop,Canggu,Coworking Space,65fa86d0e0379bf78d524577,ChIJOy4VgxU50i0R8mawVCoFiRw,PUCO Rooftop Coworking space & Eatery,Coworking Space,OPERATIONAL,Open
PULP Cafe Bangsar,Bangsar,Cafe,67dbb8298db6988b7bc4cea5,ChIJm6JWXJBJzDERQ-oI2YmC6VU,PULP Cafe Bangsar,Cafe,CLOSED_TEMPORARILY,Temporarily closed
Paccari Experience House,Guapulo,Cafe,682f68cfd76c09cb79ce280b,ChIJtbofVQma1ZERse9G98gODJI,Paccari Experience House,Food,OPERATIONAL,Open
Pachamama Organic Cafe,Gili Air,Cafe,6613fb823251d290b2da8a93,ChIJX5nYbtPdzS0RQUqLd_ctAjA,Pachamama Organic Cafe • Villa • Spa,Cafe,OPERATIONAL,Open
Paddington Works Coworking & Meeting Rooms,Paddington,Coworking Space,6809d00596ac59bddca355d7,ChIJkycdE5AbdkgREE6ar2-45ls,Paddington Works,Coworking space,OPERATIONAL,Open
Palo Alto Club,Telliskivi,Coworking Space,67dbb82e9d6996c79dc04e0f,ChIJT8agz9yTkkYRtRPydCI277M,Palo Alto Club,Coworking space,OPERATIONAL,Open
Pan Kralicek Priestor,Old Town,Cafe,67dbb81c98d3364802634e45,ChIJy8CSJDiJbEcRQALlgWQvaS4,Pán Králiček Priestor,Coffee shop,OPERATIONAL,Open
Papaya Cafe Cabo Verde,Santa Maria,Cafe,676736cff6ff5b3bc250884c,ChIJoTeSWpZdSwkRw3H9wNA4C6w,Papaya Cafe Cabo Verde,Restaurant,OPERATIONAL,Open
Paper Plane Project,Thonglor,Cafe,66428dc52c8f91f5c0e69bad,ChIJuVjhBQmf4jARQIUPLDHyIEU,Paper Plane Project,Restaurant,OPERATIONAL,Open
Parq,Ubud,Coworking Space,65fa86d0e0379bf78d5247ac,ChIJD7QfecIj0i0R1OALvkVGTZA,PARQ UBUD,Resort hotel,OPERATIONAL,Open
Paul Le Café Iconsiam,Khlong San,Cafe,674b37a18dfb7342938a25cb,ChIJ5SSjBjeZ4jARGoUFRgAFM3A,PAUL ICONSIAM,Cafe,OPERATIONAL,Open
Peak Cafe Koh Lanta,Klong Khong,Cafe,67d509dbd0b07d0b71f60e24,ChIJ5Wv2-8EETjAR4JUI33EFIHo,Peak Café,Coffee shop,OPERATIONAL,Open
Phangan Coffee,Thong Sala,Cafe,6784e21328014e1b748e7550,ChIJFwBVtlT9VDARAI8Mm5tQsMM,Phangan Coffee by Nita,Coffee shop,OPERATIONAL,Open
Phe Coffee - The Garden,Da Nang,Cafe,6666b048562f1e37d4f78b25,ChIJ16txpoYXQjERHDGfdU6EoAI,Phê Coffee - The Garden,Coffee Shop,OPERATIONAL,Open
Phil Coffee Co,Thonglor,Cafe,674b37a17c16244ffee9224a,ChIJbcoTwj1eHTERLEXOshJuVjg,Phil Coffee Co,Cafe,OPERATIONAL,Open
Pi55 Coworking Space,Athens,Coworking Space,66f6dc5cd3a1bde5c5fbdb21,ChIJkadX7DlrJi4R3nXcguCTUQ8,Π55 Coworking Space,Coworking Space,OPERATIONAL,Open
Piccolo Backyard Picoroaster,Chulalongkorn,Cafe,67dbb8189b9a7bd5d4e4ecb6,ChIJh8lZT_if4jARPwhwMa0L6k8,Piccolo Backyard Picoroaster,Coffee shop,OPERATIONAL,Open
Piccolo Vicolo Café,Ratchathewi,Cafe,6668001ca635cdc13c73bffb,ChIJL9DOr2KZ4jAR--KZokj__o0,Piccolo vicolo,Coffee Shop,OPERATIONAL,Open
Pickwicks,Innere Stadt,Cafe,6676cf0652d6a726321f48f8,ChIJu7_wgKEHbUcR9WmiUhJefiA,Pickwick's,Pub,OPERATIONAL,Open
Plexal Shoreditch,Shoreditch,Coworking Space,6809d00a41cbbf7c9a3974f4,ChIJG-2cCTYddkgRdrfcVcXaQ34,Plexal Shoreditch,Coworking space,OPERATIONAL,Open
Plexal Stratford,Hackney,Coworking Space,6809d000961511d665e9e1b5,ChIJqRdzUA0ddkgRCVvKOKNCX5Q,Plexal,Coworking space,OPERATIONAL,Open
Porcupine Café,Ari,Cafe,674b37a1334d8fa6dd913fe7,ChIJt2-nHR2c4jARFOFl8saao7U,Porcupine Café,Coffee shop,OPERATIONAL,Open
Prima Caju,Funchal,Cafe,67d6559481c2dd042f14962d,ChIJdYpbPb1hYAwRRNuNfKXcOk4,Prima Caju – Brunch & Lunch,Restaurant,OPERATIONAL,Open
Prime Cafe,Thong Sala,Cafe,6784e2173e2d6e2a81c444b2,ChIJt7behy__VDARFDL7_A_isDI,Prime Cafe,Cafe,OPERATIONAL,Open
Prime Coworking Palmarejo Baixo,Praia,Coworking Space,676736d055a65924fbd005a1,ChIJR9N-Q1aYNQkROj3az7SCkxs,Prime Coworking Palmarejo Baixo,Services,OPERATIONAL,Open
Prufrock Coffee,Holborn,Cafe,6809d0028141cc203339b509,ChIJac2MJkwbdkgREaRKCWzWrHc,Prufrock Coffee,Coffee shop,OPERATIONAL,Open
Public Coffee Roasters Wexstrasse,Neustadt,Cafe,67dbb8254d8a2c443942e8c8,ChIJB-5I8RCPsUcRevUnfWh__SM,Public Coffee Roasters,Cafe,OPERATIONAL,Open
Punspace Tha Phae Gate,Old City,Coworking Space,660a663590a05eb56f0ebadc,ChIJSaQd-KE62jARrw6mKtblSS4,Punspace Tha Phae Gate,Coworking Space,OPERATIONAL,Open
Punspace Wiang Kaew,Old City,Coworking Space,67c1954788ef56df50c5646b,ChIJ70YKaJc62jARBad3R1y7O2E,Punspace Wiang Kaew,Coworking space,OPERATIONAL,Open
Pura Vida Seseh,Seseh,Cafe,66329146445ac40030a97b5d,ChIJ9cBIY6s50i0R1zPwJ6NycbI,Pura Vida Seseh,Coffee Shop,CLOSED_TEMPORARILY,Temporarily closed
Puri Rai Restaurant,Padang Bai,Cafe,6613fb83428d9ba62b16bb12,ChIJHe2kyGcO0i0RcmH6yNT8l_o,Puri Rai Restaurant,Indonesian Restaurant,OPERATIONAL,Open
Puritan,Ari,Cafe,674b37a2ef4caa499b5c1e80,ChIJtbHdM6ie4jAR1W_bTWd3ifA,Puritan,Cafe,OPERATIONAL,Open
Qima Cafe and Patisserie - Fitzrovia,Fitzrovia,Cafe,6809cffe9b7082d7ab2616de,ChIJtXePX5kbdkgRkSTC1tyoZiI,Qima Café and Pâtisserie - Fitzrovia,Coffee shop,OPERATIONAL,Open
Q’s,Srithanu,Cafe,6784e2116afb8172e6e9818a,ChIJJY3OV9QBVTARsHlr_b36jOA,Q’s,Vegetarian restaurant,OPERATIONAL,Open
R Coffee,Munggu,Cafe,663291462f3606ae84b835c6,ChIJBRQXJbo50i0Revq3eMf8-vo,R coffee,Coffee Shop,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
RONG CAFE,Baan Tai,Cafe,6784e21952c3fbabb938e276,ChIJw44MFE_8VDARXKYEB_vQsbM,RONG CAFE - Coffee Roastery,Coffee shop,OPERATIONAL,Open
ROST Bakery,Rotermann Quarter,Cafe,67dbb82fddbd6ff42ecee53b,ChIJP73vtWCTkkYRAAmn7hNt9aM,RØST Bakery,Bakery,OPERATIONAL,Open
Rabbithole Bakery Project,Berawa,Cafe,65fa86d0e0379bf78d5245b6,ChIJgadPUWY50i0Rz5FAwj1IjxY,rabbithole bakery project,Bakery,OPERATIONAL,Open
Ranjana Café & Coworking Space,Kerobokan,Coworking Space,660a351143bf1e4a02e97799,ChIJ79gkCCxH0i0RzLNG1z-sgRA,Ranjana Cafe & Coworking Space,Coffee Shop,OPERATIONAL,Open
Recharge Bar and Restaurant,Kuta,Cafe,6619cfabfac8bec5e7ddb491,ChIJ6UWSCPKpzS0R2qgf_B5sf_U,Recharge Mandalika Resto & Bar,Restaurant,OPERATIONAL,Open
Red Drip - Specialty Coffee (Banthatthong),Chulalongkorn,Cafe,67c195436cc3bde415cd6c01,ChIJ_7d8BsOZ4jARVXyH9-sMZTI,Red Drip - Specialty Coffee (Banthatthong),Coffee shop,OPERATIONAL,Open
Red Panda Hostel & Cafe,Santitham,Cafe,67dbb8221b29a29f6ac5712b,ChIJwUYs5fI72jARlVFokOLYma8,Red Panda Hostel & Cafe,Hostel,OPERATIONAL,Open
Redemption Roasters - Covent Garden,Covent Garden,Cafe,6809cffd369276b846962d54,ChIJh52Doo4FdkgRdm2mh5wlPeo,Redemption Roasters - Covent Garden,Coffee shop,OPERATIONAL,Open
Redemption Roasters - Holborn,Holborn,Cafe,6809d001fee47a27657c44b2,ChIJj8TIK9UbdkgR4rmyckNclVg,Redemption Roasters - Holborn,Coffee shop,OPERATIONAL,Open
Redemption Roasters - Piccadilly,Piccadilly,Cafe,6809d00512a4f2a72acc8a83,ChIJOz7-aUAFdkgRLKpJOJgFthw,Redemption Roasters - Piccadilly,Coffee shop,OPERATIONAL,Open
Remote&Digital Coworking @ The District,Thong Sala,Coworking Space,6784e20f2c567ba362777bd8,ChIJWyFL0Nn9VDARMTtfyVRBYCo,Remote&Digital Coworking @ The District,Coworking space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Remote&Digital Coworking La Casa,Baan Tai,Coworking Space,6784e21eef53f58d51dd260a,ChIJXV1vMJ79VDARHTfq4FD9py0,Remote&Digital Coworking La Casa,Coworking space,OPERATIONAL,Open
Restaurante Anabel,Praia,Cafe,676736d0172848529ca6a830,ChIJC_yo1liZNQkRCNcuq23tVv0,Restaurante Anabel,Brunch restaurant,OPERATIONAL,Open
Restaurante Arraial da Imperatriz,Funchal,Cafe,67d65594fae0bf02991b6881,ChIJ6yQulYlfYAwR8j3M5PzM3Qg,Restaurante Arraial da Imperatriz,Restaurant,OPERATIONAL,Open
Restaurante Tambake,Praia,Cafe,676736d0a6c4a906421570cf,ChIJX7yI1riZNQkRjq8ufveGv9g,Restaurante Tambake,Vegan restaurant,OPERATIONAL,Open
Revolver Canggu,Canggu,Cafe,65fa86d0e0379bf78d524576,ChIJnY-evaw50i0RD_tH6R6pDyw,Revolver Canggu,Cafe,OPERATIONAL,Open
Rhodes Project SCE,Rhodes,Coworking Space,66e7cd909fc161515f714c6d,ChIJNY7tJZNhlRQR2qvUiYwqLJs,Rhodes Project SCE,Research Institute,OPERATIONAL,Open
RiZE Cafe,Pererenan,Cafe,65fa86d0e0379bf78d5245a9,ChIJXX4Otcs50i0Rs8ioBRw66Ms,rize pererenan,Indian Restaurant,OPERATIONAL,Open
Rimba Cafe,Amed,Cafe,674339c6c8c703d92acf948a,ChIJQwRB_mIA0i0RchCKEOmujkE,Rimba Cafe,Restaurant,OPERATIONAL,Open
